Genome.ID	Gene.ID	Locus.Tag	Gene.Product.Name	Genome.Name	Batch1	GenBank.Accession	Is.Pseudogene	Is.Obsolete	Is.Partial.Gene	Enzyme	KO	Oxygen.Requirement	gene_name	pathway_name	Phylum	Class	Order	Family	Genus	Species	NCBI.Taxon.ID
640753003	640843648	Anae109_2135	short chain enoyl-CoA hydratase (EC 4.2.1.17)	Anaeromyxobacter sp. Fw109-5	2	YP_001379322	No	No	NA	EC:4.2.1.17===Enoyl-CoA hydratase.	KO:K01715===crt===enoyl-CoA hydratase [EC:4.2.1.17]	Anaerobe	Cro	Pyruvate	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	404589
640753003	640843864	Anae109_2345	3-keto-5-aminohexanoate cleavage enzyme	Anaeromyxobacter sp. Fw109-5	12	YP_001379531	No	No	NA		KO:K18013===kce===3-keto-5-aminohexanoate cleavage enzyme	Anaerobe	Kce	Lysine	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	404589
640753003	640841578	Anae109_0064	acetyl-CoA acetyltransferase	Anaeromyxobacter sp. Fw109-5	4	YP_001377268	No	No	NA	EC:2.3.1.16===Acetyl-CoA C-acyltransferase.<<>>EC:2.3.1.9===Acetyl-CoA C-acetyltransferase.	KO:K07508===ACAA2===acetyl-CoA acyltransferase 2 [EC:2.3.1.16]<<>>KO:K00626===E2.3.1.9, atoB===acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	Anaerobe	Thl	Pyruvate	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	404589
640753003	640843649	Anae109_2136	acyl-CoA dehydrogenase domain protein	Anaeromyxobacter sp. Fw109-5	3	YP_001379323	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Anaerobe	Bcd	Pyruvate	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	404589
640753003	640843647	Anae109_2134	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Anaeromyxobacter sp. Fw109-5	1	YP_001379321	No	No	NA	EC:1.1.1.157===3-hydroxybutyryl-CoA dehydrogenase.	KO:K00074===paaH, hbd, fadB, mmgB===3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	Anaerobe	Hbd	Pyruvate	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	404589
640753003	640843865	Anae109_2346	3-aminobutyryl-CoA ammonia-lyase (EC 4.3.1.14)	Anaeromyxobacter sp. Fw109-5	12	YP_001379532	No	No	NA	EC:4.3.1.14===3-aminobutyryl-CoA ammonia-lyase.	KO:K18014===kal===3-aminobutyryl-CoA ammonia-lyase [EC:4.3.1.14]	Anaerobe	Kal	Lysine	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	404589
640753003	640843866	Anae109_2347	beta-lysine 5,6-aminomutase beta subunit (EC 5.4.3.3)/D-lysine 5,6-aminomutase beta subunit (EC 5.4.3.4)	Anaeromyxobacter sp. Fw109-5	12	YP_001379533	No	No	NA	EC:5.4.3.3===Beta-lysine 5,6-aminomutase.	KO:K18011===kamE===beta-lysine 5,6-aminomutase beta subunit [EC:5.4.3.3]	Anaerobe	KamE	Lysine	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	404589
640753003	640843650	Anae109_2137	acyl-CoA dehydrogenase domain protein	Anaeromyxobacter sp. Fw109-5	3	YP_001379324	No	No	NA		KO:K00257===E1.3.99.-===	Anaerobe	Bcd	Pyruvate	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	404589
640753003	640841564	Anae109_0050	electron transfer flavoprotein alpha subunit apoprotein	Anaeromyxobacter sp. Fw109-5	4	YP_001377254	No	No	NA		KO:K03522===fixB, etfA===electron transfer flavoprotein alpha subunit	Anaerobe	EtfA	Pyruvate	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	404589
640753003	640843017	Anae109_1506	3-oxoacid CoA-transferase, B subunit	Anaeromyxobacter sp. Fw109-5	12	YP_001378697	No	No	NA	EC:2.8.3.5===3-oxoacid CoA-transferase.	KO:K01029===E2.8.3.5B, scoB===3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	Anaerobe	AtoA	Lysine	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	404589
640753003	640843016	Anae109_1505	3-oxoacid CoA-transferase, A subunit	Anaeromyxobacter sp. Fw109-5	12	YP_001378696	No	No	NA	EC:2.8.3.5===3-oxoacid CoA-transferase.	KO:K01028===E2.8.3.5A, scoA===3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	Anaerobe	AtoD	Lysine	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	404589
640753003	640843675	Anae109_2163	acyl-CoA dehydrogenase domain protein	Anaeromyxobacter sp. Fw109-5	3	YP_001379349	No	No	NA			Anaerobe	Bcd	Pyruvate	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	404589
640753016	640770548	Cbei_0322	butyryl-CoA dehydrogenase (EC 1.3.99.2)	Clostridium beijerinckii NCIMB 8052	3	YP_001307466	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640773123	Cbei_2883	acyl-CoA dehydrogenase domain protein	Clostridium beijerinckii NCIMB 8052	3	YP_001309985	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640770429	Cbei_0203	phosphate butyryltransferase (EC 2.3.1.19)	Clostridium beijerinckii NCIMB 8052	7	YP_001307349	No	No	NA	EC:2.3.1.19===Phosphate butyryltransferase.	KO:K00634===ptb===phosphate butyryltransferase [EC:2.3.1.19]	Anaerobe	Ptb	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640772360	Cbei_2100	vinylacetyl-CoA delta-isomerase (EC 5.3.3.3)/4-hydroxybutyryl-CoA dehydratase (EC 4.2.1.-)	Clostridium beijerinckii NCIMB 8052	11	YP_001309223	No	No	NA	EC:4.2.1.120===4-hydroxybutanoyl-CoA dehydratase.<<>>EC:5.3.3.3===Vinylacetyl-CoA Delta-isomerase.	KO:K14534===abfD===4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]	Anaerobe	AbfD-Isom	4aminobutyrate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640772363	Cbei_2103	4-hydroxybutyrate CoA-transferase (EC 2.8.3.-)	Clostridium beijerinckii NCIMB 8052	11	YP_001309226	No	No	NA	EC:2.8.3.-===Transferases. Transferring sulfur-containing groups. CoA-transferases.	KO:K18122===cat2, abfT===4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]	Anaerobe	4Hbt	4aminobutyrate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640770430	Cbei_0204	butyrate kinase (EC 2.7.2.7)	Clostridium beijerinckii NCIMB 8052	9	YP_001307350	No	No	NA	EC:2.7.2.7===Butyrate kinase.	KO:K00929===E2.7.2.7, buk===butyrate kinase [EC:2.7.2.7]	Anaerobe	Buk	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640770549	Cbei_0323	electron transfer flavoprotein beta subunit	Clostridium beijerinckii NCIMB 8052	5	YP_001307467	No	No	NA		KO:K03521===fixA, etfB===electron transfer flavoprotein beta subunit	Anaerobe	EtfB	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640774760	Cbei_4542	butyryl-CoA dehydrogenase (EC 1.3.99.2)	Clostridium beijerinckii NCIMB 8052	3	YP_001311607	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640770547	Cbei_0321	short chain enoyl-CoA hydratase (EC 4.2.1.17)	Clostridium beijerinckii NCIMB 8052	2	YP_001307465	No	No	NA	EC:4.2.1.17===Enoyl-CoA hydratase.	KO:K01715===crt===enoyl-CoA hydratase [EC:4.2.1.17]	Anaerobe	Cro	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640772298	Cbei_2037	electron transfer flavoprotein alpha subunit apoprotein	Clostridium beijerinckii NCIMB 8052	4	YP_001309161	No	No	NA		KO:K03522===fixB, etfA===electron transfer flavoprotein alpha subunit	Anaerobe	EtfA	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640772295	Cbei_2034	short chain enoyl-CoA hydratase (EC 4.2.1.17)	Clostridium beijerinckii NCIMB 8052	2	YP_001309158	No	No	NA	EC:4.2.1.17===Enoyl-CoA hydratase.	KO:K01715===crt===enoyl-CoA hydratase [EC:4.2.1.17]	Anaerobe	Cro	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640775297	Cbei_5056	butyryl-CoA dehydrogenase (EC 1.3.99.2)	Clostridium beijerinckii NCIMB 8052	3	YP_001312118	No	No	NA			Anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640775168	Cbei_4933	iron-containing alcohol dehydrogenase	Clostridium beijerinckii NCIMB 8052	11	YP_001311995	No	No	NA	EC:1.1.1.61===4-hydroxybutyrate dehydrogenase.	KO:K18120===4hbD, abfH===4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	Anaerobe	AbfH	4aminobutyrate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640770550	Cbei_0324	electron transfer flavoprotein alpha subunit apoprotein	Clostridium beijerinckii NCIMB 8052	4	YP_001307468	No	No	NA		KO:K03522===fixB, etfA===electron transfer flavoprotein alpha subunit	Anaerobe	EtfA	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640772296	Cbei_2035	butyryl-CoA dehydrogenase (EC 1.3.99.2)	Clostridium beijerinckii NCIMB 8052	3	YP_001309159	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640772297	Cbei_2036	electron transfer flavoprotein beta subunit	Clostridium beijerinckii NCIMB 8052	5	YP_001309160	No	No	NA		KO:K03521===fixA, etfB===electron transfer flavoprotein beta subunit	Anaerobe	EtfB	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640770660	Cbei_0411	acetyl-CoA acetyltransferase (EC 2.3.1.9)	Clostridium beijerinckii NCIMB 8052	4	YP_001307555	No	No	NA	EC:2.3.1.9===Acetyl-CoA C-acetyltransferase.	KO:K00626===E2.3.1.9, atoB===acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	Anaerobe	Thl	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640774762	Cbei_4544	short chain enoyl-CoA hydratase (EC 4.2.1.17)	Clostridium beijerinckii NCIMB 8052	2	YP_001311609	No	No	NA	EC:4.2.1.17===Enoyl-CoA hydratase.	KO:K01715===crt===enoyl-CoA hydratase [EC:4.2.1.17]	Anaerobe	Cro	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753016	640770551	Cbei_0325	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Clostridium beijerinckii NCIMB 8052	1	YP_001307469	No	No	NA	EC:1.1.1.157===3-hydroxybutyryl-CoA dehydrogenase.	KO:K00074===paaH, hbd, fadB, mmgB===3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	Anaerobe	Hbd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	290402
640753017	640849196	CLB_3233	electron transfer flavoprotein alpha subunit apoprotein	Clostridium botulinum sv. A BoNT/A1	4	YP_001385520	No	No	NA		KO:K03522===fixB, etfA===electron transfer flavoprotein alpha subunit	Obligate anaerobe	EtfA	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441770
640753017	640849442	CLB_3484	butyrate kinase (EC 2.7.2.7)	Clostridium botulinum sv. A BoNT/A1	9	YP_001385743	No	No	NA	EC:2.7.2.7===Butyrate kinase.	KO:K00929===E2.7.2.7, buk===butyrate kinase [EC:2.7.2.7]	Obligate anaerobe	Buk	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441770
640753017	640849440	CLB_3482	butyrate kinase (EC 2.7.2.7)	Clostridium botulinum sv. A BoNT/A1	9	YP_001385741	No	No	NA	EC:2.7.2.7===Butyrate kinase.	KO:K00929===E2.7.2.7, buk===butyrate kinase [EC:2.7.2.7]	Obligate anaerobe	Buk	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441770
640753017	640849200	CLB_3237	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Clostridium botulinum sv. A BoNT/A1	1	YP_001385524	No	No	NA	EC:1.1.1.157===3-hydroxybutyryl-CoA dehydrogenase.	KO:K00074===paaH, hbd, fadB, mmgB===3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	Obligate anaerobe	Hbd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441770
640753017	640849441	CLB_3483	phosphate butyryltransferase (EC 2.3.1.19)	Clostridium botulinum sv. A BoNT/A1	7	YP_001385742	No	No	NA	EC:2.3.1.19===Phosphate butyryltransferase.	KO:K00634===ptb===phosphate butyryltransferase [EC:2.3.1.19]	Obligate anaerobe	Ptb	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441770
640753017	640849201	CLB_3238	3-hydroxybutyryl-CoA dehydratase	Clostridium botulinum sv. A BoNT/A1	2	YP_001385525	No	No	NA	EC:4.2.1.17===Enoyl-CoA hydratase.	KO:K01715===crt===enoyl-CoA hydratase [EC:4.2.1.17]	Obligate anaerobe	Cro	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441770
640753017	640849197	CLB_3234	electron transfer flavoprotein beta subunit	Clostridium botulinum sv. A BoNT/A1	5	YP_001385521	No	No	NA		KO:K03521===fixA, etfB===electron transfer flavoprotein beta subunit	Obligate anaerobe	EtfB	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441770
640753017	640849199	CLB_3236	acetyl-CoA acetyltransferase (EC 2.3.1.9)	Clostridium botulinum sv. A BoNT/A1	4	YP_001385523	No	No	NA	EC:2.3.1.9===Acetyl-CoA C-acetyltransferase.	KO:K00626===E2.3.1.9, atoB===acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	Obligate anaerobe	Thl	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441770
640753017	640849198	CLB_3235	butyryl-CoA dehydrogenase (EC 1.3.99.2)	Clostridium botulinum sv. A BoNT/A1	3	YP_001385522	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Obligate anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441770
640753018	640852726	CLC_3112	3-hydroxybutyryl-CoA dehydratase	Clostridium botulinum BoNT/A1 Hall	2	YP_001388931	No	No	NA	EC:4.2.1.17===Enoyl-CoA hydratase.	KO:K01715===crt===enoyl-CoA hydratase [EC:4.2.1.17]	Obligate anaerobe	Cro	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441771
640753018	640852723	CLC_3109	butyryl-CoA dehydrogenase (EC 1.3.99.2)	Clostridium botulinum BoNT/A1 Hall	3	YP_001388928	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Obligate anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441771
640753018	640852721	CLC_3107	electron transfer flavoprotein alpha subunit apoprotein	Clostridium botulinum BoNT/A1 Hall	4	YP_001388926	No	No	NA		KO:K03522===fixB, etfA===electron transfer flavoprotein alpha subunit	Obligate anaerobe	EtfA	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441771
640753018	640852725	CLC_3111	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Clostridium botulinum BoNT/A1 Hall	1	YP_001388930	No	No	NA	EC:1.1.1.157===3-hydroxybutyryl-CoA dehydrogenase.	KO:K00074===paaH, hbd, fadB, mmgB===3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	Obligate anaerobe	Hbd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441771
640753018	640852722	CLC_3108	electron transfer flavoprotein beta subunit	Clostridium botulinum BoNT/A1 Hall	5	YP_001388927	No	No	NA		KO:K03521===fixA, etfB===electron transfer flavoprotein beta subunit	Obligate anaerobe	EtfB	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441771
640753018	640852981	CLC_3371	phosphate butyryltransferase (EC 2.3.1.19)	Clostridium botulinum BoNT/A1 Hall	7	YP_001389149	No	No	NA	EC:2.3.1.19===Phosphate butyryltransferase.	KO:K00634===ptb===phosphate butyryltransferase [EC:2.3.1.19]	Obligate anaerobe	Ptb	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441771
640753018	640852982	CLC_3372	butyrate kinase (EC 2.7.2.7)	Clostridium botulinum BoNT/A1 Hall	9	YP_001389150	No	No	NA	EC:2.7.2.7===Butyrate kinase.	KO:K00929===E2.7.2.7, buk===butyrate kinase [EC:2.7.2.7]	Obligate anaerobe	Buk	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441771
640753018	640852980	CLC_3370	butyrate kinase (EC 2.7.2.7)	Clostridium botulinum BoNT/A1 Hall	9	YP_001389148	No	No	NA	EC:2.7.2.7===Butyrate kinase.	KO:K00929===E2.7.2.7, buk===butyrate kinase [EC:2.7.2.7]	Obligate anaerobe	Buk	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441771
640753018	640852724	CLC_3110	acetyl-CoA acetyltransferase (EC 2.3.1.9)	Clostridium botulinum BoNT/A1 Hall	4	YP_001388929	No	No	NA	EC:2.3.1.9===Acetyl-CoA C-acetyltransferase.	KO:K00626===E2.3.1.9, atoB===acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	Obligate anaerobe	Thl	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441771
640753019	640856492	CLI_3340	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Clostridium botulinum F Langeland	1	YP_001392552	No	No	NA	EC:1.1.1.157===3-hydroxybutyryl-CoA dehydrogenase.	KO:K00074===paaH, hbd, fadB, mmgB===3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	Obligate anaerobe	Hbd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441772
640753019	640856757	CLI_3609	phosphate butyryltransferase (EC 2.3.1.19)	Clostridium botulinum F Langeland	7	YP_001392780	No	No	NA	EC:2.3.1.19===Phosphate butyryltransferase.	KO:K00634===ptb===phosphate butyryltransferase [EC:2.3.1.19]	Obligate anaerobe	Ptb	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441772
640753019	640856490	CLI_3338	butyryl-CoA dehydrogenase (EC 1.3.99.2)	Clostridium botulinum F Langeland	3	YP_001392550	No	No	NA	EC:1.3.8.1===Short-chain acyl-CoA dehydrogenase.	KO:K00248===ACADS, bcd===butyryl-CoA dehydrogenase [EC:1.3.8.1]	Obligate anaerobe	Bcd	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441772
640753019	640856756	CLI_3608	butyrate kinase (EC 2.7.2.7)	Clostridium botulinum F Langeland	9	YP_001392779	No	No	NA	EC:2.7.2.7===Butyrate kinase.	KO:K00929===E2.7.2.7, buk===butyrate kinase [EC:2.7.2.7]	Obligate anaerobe	Buk	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441772
640753019	640856491	CLI_3339	acetyl-CoA acetyltransferase (EC 2.3.1.9)	Clostridium botulinum F Langeland	4	YP_001392551	No	No	NA	EC:2.3.1.9===Acetyl-CoA C-acetyltransferase.	KO:K00626===E2.3.1.9, atoB===acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	Obligate anaerobe	Thl	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441772
640753019	640856758	CLI_3610	butyrate kinase (EC 2.7.2.7)	Clostridium botulinum F Langeland	9	YP_001392781	No	No	NA	EC:2.7.2.7===Butyrate kinase.	KO:K00929===E2.7.2.7, buk===butyrate kinase [EC:2.7.2.7]	Obligate anaerobe	Buk	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441772
640753019	640856489	CLI_3337	electron transfer flavoprotein beta subunit	Clostridium botulinum F Langeland	5	YP_001392549	No	No	NA		KO:K03521===fixA, etfB===electron transfer flavoprotein beta subunit	Obligate anaerobe	EtfB	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441772
640753019	640856488	CLI_3336	electron transfer flavoprotein alpha subunit apoprotein	Clostridium botulinum F Langeland	4	YP_001392548	No	No	NA		KO:K03522===fixB, etfA===electron transfer flavoprotein alpha subunit	Obligate anaerobe	EtfA	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441772
640753019	640856493	CLI_3341	3-hydroxybutyryl-CoA dehydratase	Clostridium botulinum F Langeland	2	YP_001392553	No	No	NA	EC:4.2.1.17===Enoyl-CoA hydratase.	KO:K01715===crt===enoyl-CoA hydratase [EC:4.2.1.17]	Obligate anaerobe	Cro	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	441772
640753020	640857700	CKL_0454	Crt1	Clostridium kluyveri DSM 555	2	YP_001393856	No	No	NA	EC:4.2.1.17===Enoyl-CoA hydratase.	KO:K01715===crt===enoyl-CoA hydratase [EC:4.2.1.17]	Anaerobe	Cro	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium kluyveri	431943
640753020	640860257	CKL_3018	4-hydroxybutyrate CoA-transferase (EC 2.8.3.-)	Clostridium kluyveri DSM 555	11	YP_001396397	No	No	NA	EC:2.8.3.-===Transferases. Transferring sulfur-containing groups. CoA-transferases.	KO:K18122===cat2, abfT===4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]	Anaerobe	4Hbt	4aminobutyrate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium kluyveri	431943
640753020	640860935	CKL_3696	ThlA1	Clostridium kluyveri DSM 555	4	YP_001397052	No	No	NA	EC:2.3.1.9===Acetyl-CoA C-acetyltransferase.	KO:K00626===E2.3.1.9, atoB===acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	Anaerobe	Thl	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium kluyveri	431943
640753020	640860936	CKL_3697	acetyl-CoA acetyltransferase (EC 2.3.1.9)	Clostridium kluyveri DSM 555	4	YP_001397053	No	No	NA	EC:2.3.1.9===Acetyl-CoA C-acetyltransferase.	KO:K00626===E2.3.1.9, atoB===acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	Anaerobe	Thl	Pyruvate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium kluyveri	431943
640753020	640860259	CKL_3020	vinylacetyl-CoA delta-isomerase (EC 5.3.3.3)/4-hydroxybutyryl-CoA dehydratase (EC 4.2.1.-)	Clostridium kluyveri DSM 555	11	YP_001396399	No	No	NA	EC:4.2.1.120===4-hydroxybutanoyl-CoA dehydratase.<<>>EC:5.3.3.3===Vinylacetyl-CoA Delta-isomerase.	KO:K14534===abfD===4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]	Anaerobe	AbfD-Isom	4aminobutyrate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium kluyveri	431943
640753020	640860253	CKL_3014	4hbD	Clostridium kluyveri DSM 555	11	YP_001396393	No	No	NA	EC:1.1.1.61===4-hydroxybutyrate dehydrogenase.	KO:K18120===4hbD, abfH===4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	Anaerobe	AbfH	4aminobutyrate	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium kluyveri	431943
